id,etag,title,authors,publishedDate,description,pageCount,printType,maturityRating,imageLinks,language,previewLink,textSnippet,ISBN_10,ISBN_13
o96yxrxEMOAC,vBR9E73/r0w,The Holy Blood And The Holy Grail,"Henry Lincoln, Michael Baigent, Richard Leigh",2013-04-30,"A nineteenth century French priest discovers something in his mountain village at the foot of The Pyrenees which enables him to amass and spend a fortune of millions of pounds. The tale seems to begin with buried treasure and then turns into an unprecedented historical detective story - a modern Grail quest leading back through cryptically coded parchments, secret societies, the Knights Templar, the Cathar heretics of the twelfth and thirteenth centuries and a dynasty of obscure French kings deposed more than 1,300 years ago. The author's conclusions are persuasive: at the core is not material riches but a secret - a secret of explosive and controversial proportions, which radiates out from the little Pyrenees village all the way to contemporary politics and the entire edifice of the Christian faith. It involves nothing less than... the Holy Grail.",620.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=o96yxrxEMOAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=o96yxrxEMOAC&printsec=frontcover&dq=the+da+vinci+code&hl=&cd=7&source=gbs_api,"The tale seems to begin with buried treasure and then turns into an unprecedented historical detective story - a modern Grail quest leading back through cryptically coded parchments, secret societies, the Knights Templar, the Cathar ...",1448183421,9781448183425
WWizDQAAQBAJ,uNlyorc+nQw,Dan Brown’s Robert Langdon Series,Dan Brown,2017-01-12,"For the first time, all four Robert Langdon thrillers are now available as one ebook bundle. If you haven't read a Dan Brown yet, now's the time. ANGELS AND DEMONS The countdown to oblivion has started - who will stop the clock? A famous scientist is found dead, a mysterious symbol burned into his skin. Many miles away in Rome, the world’s cardinals gather to elect a new pope. Little do they know that beneath their feet, a vast bomb has started to tick. Professor Robert Langdon must work out the link between these two seemingly unconnected events if he is stop the Vatican being blown sky high. THE DA VINCI CODE The race to uncover the oldest secret has begun . . . An eminent man is brutally murdered in the world’s most famous museum. Around his body are a ring of codes, hastily drawn in blood. He died to protect a long-kept secret which Professor Robert Langdon must now uncover. It will be a race against time to decipher this final message. Can he get there before the killers do? THE LOST SYMBOL To save a life, you must first crack the code . . . A mysterious invitation brings Professor Robert Langdon to Washington DC. But all is not as it seems in this powerful city. An ancient organization plans to reassert itself. And he is the only man standing in its way. If he is to prevent a terrible plan being executed, Langdon must decipher a series of increasingly bloody clues. But first he has to make sure he stays alive . . . INFERNO The world is in danger - who will save it? Robert Langdon wakes up in a Florence hospital with no clue how he got there. But another attack on his life makes it very clear – someone wants him dead. And fast. To survive, Langdon must work out who it is. And then he must answer the next question – why?",2082.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=WWizDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=WWizDQAAQBAJ&printsec=frontcover&dq=the+da+vinci+code&hl=&cd=8&source=gbs_api,"For the first time, all four Robert Langdon thrillers are now available as one ebook bundle. If you haven&#39;t read a Dan Brown yet, now&#39;s the time. ANGELS AND DEMONS The countdown to oblivion has started - who will stop the clock?",1473543207,9781473543201
orEnDQAAQBAJ,4kAbzetexdA,INFERNO,DAN BROWN,2016-09-30,"Seek and ye shall find.' With these words echoing in his head, eminent Harvard symbologist Robert Langdon awakes in a hospital bed with no recollection of where he is or how he got there. Nor can he explain the origin of the macabre object that is found hidden in his belongings. A threat to his life will propel him and a young doctor, Sienna Brooks, into a breakneck chase across the city of Florence. Only Langdon's knowledge of hidden passageways and ancient secrets that lie behind its historic facade can save them from the clutches of their unknown pursuers. With only a few lines from Dante's dark and epic masterpiece, The Inferno, to guide them, they must decipher a sequence of codes buried deep within some of the most celebrated artefacts of the Renaissance - sculptures, paintings, buildings - to find the answers to a puzzle which may, or may not, help them save the world from a terrifying threat. Set against an extraordinary landscape inspired by one of history's most ominous literary classics, Inferno is Dan Brown's most compelling and thought-provoking novel yet, a breathless race-against-time thriller that will grab you from page one and not let you go until you close the book.",616.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=orEnDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,mr,http://books.google.co.in/books?id=orEnDQAAQBAJ&printsec=frontcover&dq=the+da+vinci+code&hl=&cd=9&source=gbs_api,"Set against an extraordinary landscape inspired by one of history&#39;s most ominous literary classics, Inferno is Dan Brown&#39;s most compelling and thought-provoking novel yet, a breathless race-against-time thriller that will grab you from page ...",9386175258,9789386175250
PNaaDwAAQBAJ,HLEtjgpEgR8,Origin,Dan Brown,2019-05-31,"Robert Langdon diundang menghadiri acara pengungkapan penemuan Edmond Kirsch, seorang miliarder sekaligus ilmuwan komputer, di Museum Guggenheim, Spanyol. Kirsch yang ateis, sesumbar temuannya akan mengubah wajah dunia selamanya. Temuan yang diklaim akan menjawab dua pertanyaan fundamental eksistensi manusia itu digelar secara langsung melalui Internet dan disiarkan ke seluruh dunia. Namun, terjadi kekacauan. Kirsch terbunuh, sementara Langdon malah dituduh terlibat dalam pembunuhan dan menculik tunangan calon raja Spanyol. Langdon harus berkejaran dengan waktu untuk membuktikan bahwa dia tak bersalah, sekaligus mengungkap apa sebenarnya temuan Kirsch yang membuat pria itu harus kehilangan nyawa. Menyusuri koridor-koridor gelap rahasia sejarah dan agama, Langdon harus berpikir cepat untuk mengungkapkan rahasia sekaligus menghindari musuh yang sepertinya tahu segala dan mendapat dukungan dari Istana Kerajaan Spanyol. Berhasilkah Langdon memecahkan teka-teki temuan Kirsch yang sepertinya menyalakan api konspirasi jahat di seluruh dunia? Tokoh-tokoh agama terbunuh, kaum fanatik menebarkan ancaman, sementara musuh tersembunyi terus bisa menebak langkah mereka. Pada saat sepertinya tak ada jalan keluar, satu sosok misterius membantu Langdon di sepanjang jalan. Siapakah sosok dingin tanpa emosi ini? Akankah dia benar membantu Langdon mengungkapkan temuan Kirsch atau malah menjebak Langdon dalam kelindan konspirasi yang akan menghancurkan kemanusiaan? [Mizan, Mizan Publishing, Fiction, Thrillers, Misteri, Teka-Teki, Rahasia,Terjemahan, Dewasa, Indonesia]",575.0,BOOK,MATURE,http://books.google.com/books/content?id=PNaaDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,id,http://books.google.co.in/books?id=PNaaDwAAQBAJ&printsec=frontcover&dq=the+da+vinci+code&hl=&cd=10&source=gbs_api,"Kirsch yang ateis, sesumbar temuannya akan mengubah wajah dunia selamanya. Temuan yang diklaim akan menjawab dua pertanyaan fundamental eksistensi manusia itu digelar secara langsung melalui Internet dan disiarkan ke seluruh dunia.",6022914426,9786022914426
DKU1EsmnpMQC,TMBk0Cu5vWI,Lord of the Flies,William Golding,2012-09-20,"A plane crashes on a desert island and the only survivors, a group of schoolboys, assemble on the beach and wait to be rescued. By day they inhabit a land of bright fantastic birds and dark blue seas, but at night their dreams are haunted by the image of a terrifying beast. As the boys' delicate sense of order fades, so their childish dreams are transformed into something more primitive, and their behaviour starts to take on a murderous, savage significance. First published in 1954, Lord of the Flies is one of the most celebrated and widely read of modern classics. Now fully revised and updated, this educational edition includes chapter summaries, comprehension questions, discussion points, classroom activities, a biographical profile of Golding, historical context relevant to the novel and an essay on Lord of the Flies by William Golding entitled 'Fable'. Aimed at Key Stage 3 and 4 students, it also includes a section on literary theory for advanced or A-level students. The educational edition encourages original and independent thinking while guiding the student through the text - ideal for use in the classroom and at home.",301.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=DKU1EsmnpMQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=DKU1EsmnpMQC&printsec=frontcover&dq=the+lord+of+the+flies&hl=&cd=1&source=gbs_api,"Now fully revised and updated, this educational edition includes chapter summaries, comprehension questions, discussion points, classroom activities, a biographical profile of Golding, historical context relevant to the novel and an essay ...",0571290582,9780571290581
aKU-PgAACAAJ,CMTzsZmVHYw,Lord of the Flies,William Golding,2006,"Classic novel by a Nobel prize winner about a group of boys who, after a plane crash, set up a primitive society on an uninhabited island. Vietnamese translation by Le Chu Cau. In Vietnamese. Distributed by Tsai Fong Books, Inc.",313.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=aKU-PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=aKU-PgAACAAJ&dq=the+lord+of+the+flies&hl=&cd=2&source=gbs_api,"Classic novel by a Nobel prize winner about a group of boys who, after a plane crash, set up a primitive society on an uninhabited island. Vietnamese translation by Le Chu Cau. In Vietnamese. Distributed by Tsai Fong Books, Inc.",0399533370,9780399533372
gIj3wQEACAAJ,aatv37udbl8,Lord of the Flies,William Golding,1959,The classic study of human nature which depicts the degeneration of a group of schoolboys marooned on a desert island.,256.0,BOOK,NOT_MATURE,,en,http://books.google.co.in/books?id=gIj3wQEACAAJ&dq=the+lord+of+the+flies&hl=&cd=3&source=gbs_api,The classic study of human nature which depicts the degeneration of a group of schoolboys marooned on a desert island.,0329722913,9780329722913
3C-4dsIGlEgC,zUmOeDMBIV0,Lord of the Flies,William Golding,2003-12-16,"Golding’s iconic 1954 novel, now with a new foreword by Lois Lowry, remains one of the greatest books ever written for young adults and an unforgettable classic for readers of any age. This edition includes a new Suggestions for Further Reading by Jennifer Buehler. At the dawn of the next world war, a plane crashes on an uncharted island, stranding a group of schoolboys. At first, with no adult supervision, their freedom is something to celebrate. This far from civilization they can do anything they want. Anything. But as order collapses, as strange howls echo in the night, as terror begins its reign, the hope of adventure seems as far removed from reality as the hope of being rescued.",212.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=3C-4dsIGlEgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=3C-4dsIGlEgC&printsec=frontcover&dq=the+lord+of+the+flies&hl=&cd=4&source=gbs_api,"This edition includes a new Suggestions for Further Reading by Jennifer Buehler. At the dawn of the next world war, a plane crashes on an uncharted island, stranding a group of schoolboys.",0399501487,9780399501487
r6eoCwAAQBAJ,vfw9hq4Ppm4,Lord of the Flies,William Golding,2016-11-15,"William Golding’s unforgettable classic of boyhood adventure and the savagery of humanity comes to Penguin Classics in a stunning Graphic Deluxe Edition with a new foreword by Lois Lowry As provocative today as when it was first published in 1954, Lord of the Flies continues to ignite passionate debate with its startling, brutal portrait of human nature. William Golding’s compelling story about a group of very ordinary boys marooned on a coral island has been labeled a parable, an allegory, a myth, a morality tale, a parody, a political treatise, and even a vision of the apocalypse. But above all, it has earned its place as one of the indisputable classics of the twentieth century for readers of any age. This Penguin Classics Graphic Deluxe Edition features an array of special features to supplement the novel, including a foreword by Lois Lowry, an introduction by Stephen King, an essay by E. M. Forster, an essay on teaching and reading the novel and suggestions for further exploration by scholar Jennifer Buehler, and an extended note by E. L. Epstein, the publisher of the first American paperback edition of Lord of the Flies. For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.",336.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=r6eoCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=r6eoCwAAQBAJ&printsec=frontcover&dq=the+lord+of+the+flies&hl=&cd=5&source=gbs_api,"Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.",1101993227,9781101993224
mlo6gmuq0Y4C,wXxPIjWiXx0,Lord of the Flies Centenary Edition,William Golding,2011-11-01,"The classic novel by William Golding With a new Introduction by Stephen King ""To me Lord of the Flies has always represented what novels are for, what makes them indispensable."" -Stephen King Golding's classic, startling, and perennially bestselling portrait of human nature remains as provocative today as when it was first published. This beautiful new edition features French flaps and rough fronts, making it a must-have for fans of this seminal work. William Golding's compelling story about a group of very ordinary small boys marooned on a coral island has become a modern classic. At first it seems as though it is all going to be great fun; but the fun before long becomes furious and life on the island turns into a nightmare of panic and death. As ordinary standards of behaviour collapse, the whole world the boys know collapses with them—the world of cricket and homework and adventure stories—and another world is revealed beneath, primitive and terrible. Lord of the Flies remains as provocative today as when it was first published in 1954, igniting passionate debate with its startling, brutal portrait of human nature. Though critically acclaimed, it was largely ignored upon its initial publication. Yet soon it became a cult favorite among both students and literary critics who compared it to J.D. Salinger's The Catcher in the Rye in its influence on modern thought and literature. Labeled a parable, an allegory, a myth, a morality tale, a parody, a political treatise, even a vision of the apocalypse, Lord of the Flies has established itself as a true classic.",192.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=mlo6gmuq0Y4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=mlo6gmuq0Y4C&printsec=frontcover&dq=the+lord+of+the+flies&hl=&cd=6&source=gbs_api,"The classic novel by William Golding With a new Introduction by Stephen King &quot;To me Lord of the Flies has always represented what novels are for, what makes them indispensable.",1101571047,9781101571040
lAYGAAAAQAAJ,G6nPg2P76fU,The Coral Island,Robert Michael Ballantyne,1884,,472.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=lAYGAAAAQAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=lAYGAAAAQAAJ&printsec=frontcover&dq=the+lord+of+the+flies&hl=&cd=7&source=gbs_api,,,
iyfgqV5dxXQC,dynRJsPaNnE,Lord of the Flies,William Golding,1959-07-27,"Golding’s iconic 1954 novel, now with a new foreword by Lois Lowry, remains one of the greatest books ever written for young adults and an unforgettable classic for readers of any age. This edition includes a new Suggestions for Further Reading by Jennifer Buehler. At the dawn of the next world war, a plane crashes on an uncharted island, stranding a group of schoolboys. At first, with no adult supervision, their freedom is something to celebrate. This far from civilization they can do anything they want. Anything. But as order collapses, as strange howls echo in the night, as terror begins its reign, the hope of adventure seems as far removed from reality as the hope of being rescued.",162.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=iyfgqV5dxXQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=iyfgqV5dxXQC&printsec=frontcover&dq=the+lord+of+the+flies&hl=&cd=8&source=gbs_api,"This edition includes a new Suggestions for Further Reading by Jennifer Buehler. At the dawn of the next world war, a plane crashes on an uncharted island, stranding a group of schoolboys.",1101158107,9781101158104
_JznAQAACAAJ,Mf33lLJP9aY,Lord of the Flies Sundance,"Robert Golding, William Golding",2025-12-31,More information to be announced soon on this forthcoming title from Penguin USA. .,,BOOK,NOT_MATURE,,en,http://books.google.co.in/books?id=_JznAQAACAAJ&dq=the+lord+of+the+flies&hl=&cd=9&source=gbs_api,More information to be announced soon on this forthcoming title from Penguin USA. .,0399512179,9780399512179
zTMROxliNloC,c3iNM2LVczU,William Golding,Raychel Haugrud Reiff,2010,"An in-depth analysis of William Golding, his writings, and the historical time period in which they were written.",148.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=zTMROxliNloC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=zTMROxliNloC&printsec=frontcover&dq=the+lord+of+the+flies&hl=&cd=10&source=gbs_api,"An in-depth analysis of William Golding, his writings, and the historical time period in which they were written.",0761447008,9780761447009
nkalO3OsoeMC,IsOp6Ws7cBw,Animal Farm,George Orwell,2009-07-01,"The animals of Manor Farm have revolted and taken over. Upon the death of Old Major, pigs Snowball and Napoleon lead a revolt against Mr. Jones, driving him from the farm. The animals embrace the Seven Commandments of Animalism and life carries on, but they learn that a farm ruled by animals looks more human than ever.",241.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=nkalO3OsoeMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=nkalO3OsoeMC&printsec=frontcover&dq=animal+farm&hl=&cd=1&source=gbs_api,The animals of Manor Farm have revolted and taken over.,0547370229,9780547370224
73wp7OGyZbAC,vObjEfV/9r4,Animal Farm,George Orwell,2009,"This is a classic tale of humanity awash in totalitarianism. A farm is taken over by its overworked, mistreated animals. With flaming idealism and stirring slogans, they set out to create a paradise of progress, justice, and equality. First published during the epoch of Stalinist Russia, today it is clear that wherever and whenever freedom is attacked, and under whatever banner, the cutting clarity and savage comedy of Orwell's masterpiece is a message still ferociously fresh.",118.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=73wp7OGyZbAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=73wp7OGyZbAC&printsec=frontcover&dq=animal+farm&hl=&cd=2&source=gbs_api,This is a classic tale of humanity awash in totalitarianism.,1412811902,9781412811903
2WHzzQEACAAJ,sjDlLs9ZPmM,Animal Farm,"George Orwell, Eric Blair",2021,"2021 Facsimile of the 1945 Edition. This is now considered a classic Satire on dictatorship and one of Orwell's most enduring short novels. Fueled by Orwell's intense disillusionment with Soviet Communism, Animal Farm is a nearly perfect piece of writing, both an engaging story and an allegory that actually works. When the downtrodden beasts of Manor Farm oust their drunken human master and take over management of the land, all are awash in collectivist zeal. The future, however, is far from certain as the drama plays out in actual events. A cautionary tale. Reviews ""Animal Farm remains our great satire on the darker face of modern history.""-Malcolm Bradbury ""As lucid as glass and quite as sharp...[Animal Farm] has the double meaning, the sharp edge, and the lucidity of Swift.""-Atlantic Monthly ""A wise, compassionate, and illuminating fable for our times.""-The New York Times ""Orwell has worked out his theme with a simplicity, a wit, and a dryness that are close to La Fontaine and Gay, and has written in a prose so plain and spare, so admirably proportioned to his purpose, that Animal Farm even seems very creditable if we compare it with Voltaire and Swift.""-Edmund Wilson, The New Yorker ""Orwell's satire here is amply broad, cleverly conceived, and delightfully written.""-San Francisco Chronicle ""The book for everyone and Everyman, its brightness undimmed.""-Ruth Rendell",58.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=2WHzzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=2WHzzQEACAAJ&dq=animal+farm&hl=&cd=3&source=gbs_api,"A satire on totalitarianism features farm animals that overthrow their human owner and set up their own government, only to develop into an equally corrupt society.",1946963445,9781946963444
5vX_CCb_JWQC,gVCOiZPwJF4,The Play of George Orwell's Animal Farm,Peter Hall,1993,"A dramatisation of George Orwelll's classic satire, Animal Farm.",168.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=5vX_CCb_JWQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=5vX_CCb_JWQC&printsec=frontcover&dq=animal+farm&hl=&cd=4&source=gbs_api,"A dramatisation of George Orwelll&#39;s classic satire, Animal Farm.",0435232916,9780435232917
-tiKDwAAQBAJ,K9KOYB2nniQ,Animal Farm,George Orwell,2019-09-05,"The first ever graphic novel version of Animal Farm - a Times Book of the Year Animal Farm is the story of what happens when the downtrodden animals of Manor Farm overthrow their master, and how their revolution goes horribly wrong. Now George Orwell's dark, timeless fable has been turned into a graphic novel for the very first time, illustrated in full colour by the renowned Brazilian artist Odyr to bring us a whole new work of art. 'This brightly coloured homage to Orwell's timely allegory is heartbreaking and elegant. Odyr's images of animals casting off their bonds and then living with the results of their revolution are painterly and evocative, both loose and illuminating' The New York Times",176.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=-tiKDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=-tiKDwAAQBAJ&printsec=frontcover&dq=animal+farm&hl=&cd=5&source=gbs_api,"The first ever graphic novel version of Animal Farm - a Times Book of the Year Animal Farm is the story of what happens when the downtrodden animals of Manor Farm overthrow their master, and how their revolution goes horribly wrong.",0241391881,9780241391884
V7C4bXGsrc8C,oDjfQtJ04pI,George Orwell's Animal Farm,Harold Bloom,2009,"Discusses the characters, plot, and writing of Animal farm by George Orwell. Includes critical essays on the novel and a brief biography of the author.",175.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=V7C4bXGsrc8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=V7C4bXGsrc8C&printsec=frontcover&dq=animal+farm&hl=&cd=6&source=gbs_api,"Discusses the characters, plot, and writing of Animal farm by George Orwell. Includes critical essays on the novel and a brief biography of the author.",1438128711,9781438128719
-olQ7tSy2gUC,nk6kZMZIlYA,Readings on Animal Farm,Terry O'Neill,1998,"An analysis of George Orwell's 1944 novel ""Animal Farm,"" featuring early reviews of the book, a range of essays discussing the social and political meaning of the story, and biographical information about the author.",148.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=-olQ7tSy2gUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=-olQ7tSy2gUC&q=animal+farm&dq=animal+farm&hl=&cd=7&source=gbs_api,"An analysis of George Orwell&#39;s 1944 novel &quot;Animal Farm,&quot; featuring early reviews of the book, a range of essays discussing the social and political meaning of the story, and biographical information about the author.",1565106504,9781565106505
8Mg3EAAAQBAJ,PVrH6B3vqlQ,Animal Farm by George Orwell,George Orwell,2021-01-01,"♥♥Animal Farm by George Orwell♥♥ From The Writer of the Books Like : 1. 1984 2. Animal Farm Down and Out in Paris and London 3. Homage to Catalonia 4. Burmese Days 5. The Road to Wigan Pier 6. Keep the Aspidistra Flying 7. Coming Up for Air 8. Why I Write About the Author : Eric Arthur Blair (25 June 1903 – 21 January 1950), known by his pen name George Orwell, was an English novelist, essayist, journalist and critic. His work is characterised by lucid prose, social criticism, opposition to totalitarianism, and support of democratic socialism. ♥♥Animal Farm by George Orwell♥♥ Orwell produced literary criticism and poetry, fiction and polemical journalism. He is known for the allegorical novella Animal Farm (1945) and the dystopian novel Nineteen Eighty-Four (1949). His non-fiction works, including The Road to Wigan Pier (1937), documenting his experience of working-class life in the industrial north of England, and Homage to Catalonia (1938), an account of his experiences soldiering for the Republican faction of the Spanish Civil War (1936–1939), are as critically respected as his essays on politics and literature, language and culture. ♥♥Animal Farm by George Orwell♥♥ Blair was born in India, and raised and educated in England. After school he became an Imperial policeman in Burma, before returning to Suffolk, England, where he began his writing career as George Orwell—a name inspired by a favourite location, the River Orwell. He lived from occasional pieces of journalism, and also worked as a teacher or bookseller whilst living in London. From the late 1920s to the early 1930s, his success as a writer grew and his first books were published. He was wounded fighting in the Spanish Civil War, leading to his first period of ill health on return to England. During the Second World War he worked as a journalist and for the BBC. The publication of Animal Farm led to fame during his life-time. During the final years of his life he worked on 1984, and moved between Jura in Scotland and London. It was published in June 1949, less than a year before his death. ♥♥Animal Farm by George Orwell♥♥ About the book : Animal Farm is a satirical allegorical novella by George Orwell, first published in England on 17 August 1945. The book tells the story of a group of farm animals who rebel against their human farmer, hoping to create a society where the animals can be equal, free, and happy. Ultimately, the rebellion is betrayed, and the farm ends up in a state as bad as it was before, under the dictatorship of a pig named Napoleon. ♥♥Animal Farm by George Orwell♥♥ According to Orwell, the fable reflects events leading up to the Russian Revolution of 1917 and then on into the Stalinist era of the Soviet Union. Orwell, a democratic socialist, was a critic of Joseph Stalin and hostile to Moscow-directed Stalinism, an attitude that was critically shaped by his experiences during the May Days conflicts between the POUM and Stalinist forces during the Spanish Civil War. The Soviet Union had become a totalitarian autocracy built upon a cult of personality while engaging in the practice of mass incarcerations and secret summary trials and executions. In a letter to Yvonne Davet, Orwell described Animal Farm as a satirical tale against Stalin (""un conte satirique contre Staline""), and in his essay ""Why I Write"" (1946), wrote that Animal Farm was the first book in which he tried, with full consciousness of what he was doing, ""to fuse political purpose and artistic purpose into one whole"". ♥♥Animal Farm by George Orwell♥♥ The original title was Animal Farm: A Fairy Story, but U.S. publishers dropped the subtitle when it was published in 1946, and only one of the translations during Orwell's lifetime kept it. Other titular variations include subtitles like ""A Satire"" and ""A Contemporary Satire"". Orwell suggested the title Union des républiques socialistes animales for the French translation, which abbreviates to URSA, the Latin word for ""bear"", a symbol of Russia. It also played on the French name of the Soviet Union, Union des républiques socialists soviétiques. ♥♥Animal Farm by George Orwell♥♥",91.0,BOOK,MATURE,http://books.google.com/books/content?id=8Mg3EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=8Mg3EAAAQBAJ&printsec=frontcover&dq=animal+farm&hl=&cd=8&source=gbs_api,♥♥Animal Farm by George Orwell♥♥ From The Writer of the Books Like : 1. 1984 2.,,
OtE7ieJPdrUC,ptDspPg/wi8,Animal Farm,George Orwell,2000-02-22,"'It is the history of a revolution that went wrong-and of the excellent excuses that were forthcoming at every step for the perversion of the original doctrine,' wrote George Orwell for the first edition of ANIMAL FARM in 1945. His simple and tragicfable, telling of what happens when the animals drive out Mr Jones and attempt to run the farm themselves, has since become a world-famous classic of English prose. 'Surely the most important fictional satire to be written in twentieth-century Britain' Malcolm Bradbury",135.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=OtE7ieJPdrUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=OtE7ieJPdrUC&dq=animal+farm&hl=&cd=9&source=gbs_api,"&#39;It is the history of a revolution that went wrong-and of the excellent excuses that were forthcoming at every step for the perversion of the original doctrine,&#39; wrote George Orwell for the first edition of ANIMAL FARM in 1945.",0141182709,9780141182704
76cUtJL9V-oC,kBWUYEJV+bI,Snowball's Chance,John Reed,2012-07-31,"This unauthorized companion to George Orwell’s Animal Farm is a controversial parable about September 11th by one of fiction’s most inventive and provocative writers Written in 14 days shortly after the September 11th attacks, Snowball’s Chance is an outrageous and unauthorized companion to George Orwell’s Animal Farm, in which exiled pig Snowball returns to the farm, takes charge, and implements a new world order of untrammeled capitalism. Orwell’s “All animals are equal, but some animals are more equal than others” has morphed into the new rallying cry: “All animals are born equal—what they become is their own affair.” A brilliant political satire and literary parody, John Reed’s Snowball’s Chance caused an uproar on publication in 2002, denounced by Christopher Hitchens, and barely dodging a lawsuit from the Orwell estate. Now, a decade later, with America in wars on many fronts, readers can judge anew the visionary truth of Reed’s satirical masterpiece.",120.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=76cUtJL9V-oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=76cUtJL9V-oC&printsec=frontcover&dq=animal+farm&hl=&cd=10&source=gbs_api,"Orwell’s “All animals are equal, but some animals are more equal than others” has morphed into the new rallying cry: “All animals are born equal—what they become is their own affair.” A brilliant political satire and literary ...",1612191266,9781612191263
M1FnDwAAQBAJ,3W/Yh1PAwYg,The Originals: Crime and Punishment,Fyodor Dostoevsky,2018-07-05,"Rodion Romanovitch Raskolnikov, a brilliant yet conflicted student lives in a rented room of a run-down apartment in St. Petersburg. Extremely handsome, proud, and intelligent, Raskolnikov devises a peculiar theory about “intelligent” men being above law. To execute his theory, he contemplates committing a crime. He murders a cynical and an unscrupulous pawnbroker named Alyona Ivanovna and her sister Lizaveta. The act compels Raskolnikov to negotiate and reconcile with his own moral dilemmas. Fyodor Dostoevsky’s incisive psychological analysis of his protagonist goes beyond Raskolnikov’s criminal act, and covers his perilous journey from suffering to redemption. First published in The Russian Messenger in monthly instalments during 1866, Crime and Punishment, Dostoevsky’s second novel following his return from exile in Siberia, is a powerful revelation of the human condition. Is crime acceptable in the pursuit of a higher purpose?",504.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=M1FnDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=M1FnDwAAQBAJ&printsec=frontcover&dq=crime+and+punishment&hl=&cd=1&source=gbs_api,"Fyodor Dostoevsky’s incisive psychological analysis of his protagonist goes beyond Raskolnikov’s criminal act, and covers his perilous journey from suffering to redemption.",9352763165,9789352763160
